,age,workclass, fnlwgt ,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hour-per-week,native-country,income
18000,27, Private," 137,063 ", Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
23964,29, Private," 137,063 ", HS-grad,9, Never-married, Sales, Unmarried, White, Male,0,0,38, United-States, <=50K
15664,33, Federal-gov," 137,059 ", Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
5204,17, Private," 137,042 ", 10th,6, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
1041,90, Private," 137,018 ", HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
3538,81, Self-emp-not-inc," 137,018 ", HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
9577,34, Private," 136,997 ", HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
22606,42, State-gov," 136,996 ", Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,48, United-States, <=50K
7377,42, Private," 136,986 ", HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
7812,42, Private," 136,986 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
11273,40, Private," 136,986 ", Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
18144,44, Private," 136,986 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
28273,44, Local-gov," 136,986 ", Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,35, United-States, >50K
26142,28, Private," 136,985 ", HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
29083,29, Private," 136,985 ", Assoc-acdm,12, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
7235,58, State-gov," 136,982 ", HS-grad,9, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,40, Honduras, <=50K
19852,21, Private," 136,975 ", HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
12895,26, Private," 136,951 ", HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
22877,58, Private," 136,951 ", Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
17046,60, State-gov," 136,939 ", Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
6512,32, Private," 136,935 ", HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,13, United-States, <=50K
6681,51, Private," 136,913 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
8077,50, Self-emp-inc," 136,913 ", HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
6125,48, Self-emp-inc," 136,878 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
21956,22, Private," 136,873 ", Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21966,21, Private," 136,873 ", Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
8083,19, Private," 136,866 ", HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
23511,34, Private," 136,862 ", 1st-4th,2, Never-married, Other-service, Other-relative, White, Female,0,0,40, Guatemala, <=50K
21490,58, Private," 136,841 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,35, United-States, >50K
10089,50, Private," 136,836 ", HS-grad,9, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
15418,51, Self-emp-not-inc," 136,836 ", Assoc-acdm,12, Divorced, Transport-moving, Unmarried, Black, Female,0,0,30, United-States, <=50K
12926,22, Private," 136,824 ", 11th,7, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
14373,23, Private," 136,824 ", Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
8157,51, Local-gov," 136,823 ", HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,32, United-States, <=50K
26862,53, Self-emp-inc," 136,823 ", 11th,7, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
10167,55, State-gov," 136,819 ", HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
25458,55, ?," 136,819 ", Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
14492,61, Federal-gov," 136,787 ", Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
19340,62, Local-gov," 136,787 ", HS-grad,9, Divorced, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
19472,22, Private," 136,767 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
686,34, Private," 136,721 ", HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29101,43, Private," 136,721 ", 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30950,24, Private," 136,687 ", HS-grad,9, Separated, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, <=50K
13220,62, Self-emp-not-inc," 136,684 ", HS-grad,9, Widowed, Adm-clerical, Other-relative, White, Female,0,0,30, United-States, <=50K
14787,30, Private," 136,651 ", 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
24361,31, Private," 136,651 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
10580,36, Private," 136,629 ", Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
25962,38, Private," 136,629 ", Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Iran, <=50K
18938,21, Private," 136,610 ", 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,32, United-States, <=50K
11921,44, State-gov," 136,546 ", Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
8256,32, Private," 136,480 ", Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
19910,56, Private," 136,472 ", 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,48, United-States, <=50K
600,49, Private," 136,455 ", Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
15916,25, Self-emp-not-inc," 136,450 ", Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, >50K
17854,27, Private," 136,448 ", Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
11540,42, Private," 136,419 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
16979,44, ?," 136,419 ", 10th,6, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
26525,41, Private," 136,419 ", Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,75, United-States, >50K
4525,56, Private," 136,413 ", 1st-4th,2, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
9144,59, Self-emp-not-inc," 136,413 ", 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
20544,31, Private," 136,398 ", Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Thailand, >50K
29685,17, Private," 136,363 ", 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
2419,35, Private," 136,343 ", HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
14343,36, Private," 136,343 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
14312,33, Private," 136,331 ", HS-grad,9, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
17631,33, Private," 136,331 ", HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
26573,33, Private," 136,331 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31616,34, Local-gov," 136,331 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
13764,51, Self-emp-not-inc," 136,322 ", HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1579,40, United-States, <=50K
11797,62, Private," 136,314 ", Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
21551,24, Private," 136,310 ", Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
25390,26, Private," 136,309 ", Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
19136,19, Private," 136,306 ", 11th,7, Never-married, Farming-fishing, Own-child, White, Male,0,0,24, United-States, <=50K
3363,29, Private," 136,277 ", 10th,6, Never-married, Other-service, Own-child, Black, Female,0,0,32, United-States, <=50K
14957,61, Private," 136,262 ", HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
7934,40, Private," 136,244 ", Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
12402,26, Private," 136,226 ", HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
12807,51, Private," 136,224 ", Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27777,54, Self-emp-not-inc," 136,224 ", Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
556,69, Private," 136,218 ", 11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
15998,68, Self-emp-inc," 136,218 ", HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
13480,32, Private," 136,204 ", Masters,14, Separated, Exec-managerial, Not-in-family, White, Male,0,2824,55, United-States, >50K
2685,78, Local-gov," 136,198 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,15, United-States, <=50K
14996,42, Private," 136,177 ", Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
14830,46, Private," 136,162 ", Assoc-voc,11, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
1260,37, State-gov," 136,137 ", Some-college,10, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
10567,38, Private," 136,137 ", Some-college,10, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,50, United-States, >50K
13091,51, Private," 136,121 ", Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
16226,57, Private," 136,107 ", 9th,5, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
22075,27, Private," 136,094 ", HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
4613,38, Private," 136,081 ", Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
26837,39, Private," 136,081 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2051,40, United-States, <=50K
7770,28, Private," 136,077 ", 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
14868,29, Private," 136,077 ", HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
32127,23, State-gov," 136,075 ", Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K
919,81, Self-emp-not-inc," 136,063 ", HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
1652,36, Self-emp-not-inc," 136,028 ", 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
16996,37, Private," 136,028 ", Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
20598,29, Private," 136,017 ", 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
7423,18, Private," 135,924 ", HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
28788,18, Private," 135,924 ", Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
32164,36, State-gov," 135,874 ", Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
15866,25, Private," 135,845 ", Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
30917,26, Private," 135,845 ", Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,37, United-States, <=50K
3801,54, Local-gov," 135,840 ", 10th,6, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
15161,53, Private," 135,840 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
27614,54, ?," 135,840 ", Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States, <=50K
11771,78, ?," 135,839 ", HS-grad,9, Widowed, ?, Not-in-family, White, Female,1086,0,20, United-States, <=50K
14712,84, Local-gov," 135,839 ", Assoc-voc,11, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,14, United-States, <=50K
10220,54, Private," 135,803 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,60, South, >50K
13891,47, Private," 135,803 ", HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,25, Philippines, <=50K
27290,55, Private," 135,803 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1579,35, India, <=50K
30442,57, Private," 135,796 ", 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,48, United-States, <=50K
13450,36, Local-gov," 135,786 ", 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
16185,34, Private," 135,785 ", Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States, <=50K
2118,45, Local-gov," 135,776 ", Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
8475,52, Self-emp-not-inc," 135,716 ", HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
22125,59, Private," 135,647 ", 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
2622,25, Private," 135,645 ", Masters,14, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
15531,26, Private," 135,645 ", Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
11189,50, Private," 135,643 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female,0,0,40, China, <=50K
13551,49, Private," 135,643 ", HS-grad,9, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, South, <=50K
17985,53, Self-emp-inc," 135,643 ", Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,50, South, <=50K
14970,59, Private," 135,617 ", 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25505,52, Private," 135,607 ", Some-college,10, Widowed, Other-service, Unmarried, Black, Female,0,0,40, ?, <=50K
11034,43, Private," 135,606 ", Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
12651,25, Private," 135,603 ", HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
24814,73, ?," 135,601 ", Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,10, United-States, <=50K
8926,25, Private," 135,568 ", HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
10690,25, Private," 135,568 ", 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28692,28, Local-gov," 135,567 ", Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,4101,0,60, United-States, <=50K
29149,78, Private," 135,566 ", HS-grad,9, Widowed, Sales, Unmarried, White, Female,2329,0,12, United-States, <=50K
21981,48, Private," 135,525 ", Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
7231,27, Private," 135,520 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Dominican-Republic, <=50K
19532,39, Self-emp-inc," 135,500 ", HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
8716,62, Private," 135,480 ", HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,16, United-States, <=50K
9391,60, Private," 135,470 ", 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
30150,50, Private," 135,465 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
32397,56, Private," 135,458 ", HS-grad,9, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
16061,55, Local-gov," 135,439 ", Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K
16247,35, Self-emp-inc," 135,436 ", Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
23555,37, Private," 135,436 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
7369,36, Self-emp-not-inc," 135,416 ", Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,50, United-States, <=50K
15676,38, Private," 135,416 ", Some-college,10, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
24096,52, State-gov," 135,388 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, United-States, <=50K
28470,54, Private," 135,388 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
4989,43, Self-emp-inc," 135,342 ", Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
7211,63, Private," 135,339 ", HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,2105,0,40, Vietnam, <=50K
10219,52, Self-emp-not-inc," 135,339 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, ?, >50K
23020,70, ?," 135,339 ", Bachelors,13, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
23736,57, Private," 135,339 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
24941,53, Self-emp-not-inc," 135,339 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7688,0,20, China, >50K
27481,50, Private," 135,339 ", 12th,8, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
8517,18, Private," 135,315 ", 9th,5, Never-married, Sales, Own-child, Other, Female,0,0,32, United-States, <=50K
4741,33, Private," 135,312 ", Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
6155,27, Private," 135,308 ", Bachelors,13, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
10503,29, Private," 135,296 ", Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,2258,45, United-States, >50K
10947,29, Private," 135,296 ", Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
5181,36, Private," 135,293 ", Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,1506,0,45, ?, <=50K
1210,36, Private," 135,289 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
10340,36, Private," 135,289 ", Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
30542,35, Self-emp-inc," 135,289 ", HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
10036,61, ?," 135,285 ", HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,2603,32, United-States, <=50K
20169,60, Self-emp-not-inc," 135,285 ", Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
3192,51, Private," 135,190 ", 7th-8th,4, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,30, United-States, <=50K
842,35, Private," 135,162 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
11424,36, Private," 135,162 ", HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,45, ?, <=50K
29758,19, State-gov," 135,162 ", Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
13140,23, Private," 135,138 ", Bachelors,13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27220,57, Self-emp-not-inc," 135,134 ", Masters,14, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States, <=50K
188,53, ?," 135,105 ", Bachelors,13, Divorced, ?, Not-in-family, White, Female,0,0,50, United-States, <=50K
3222,53, Local-gov," 135,102 ", HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,2002,45, United-States, <=50K
21233,51, Self-emp-not-inc," 135,102 ", HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
1789,40, Private," 135,056 ", Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
7257,40, Private," 135,056 ", HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
11423,42, Private," 135,056 ", Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
17202,44, Local-gov," 135,056 ", Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,16, ?, <=50K
29757,42, Private," 135,056 ", HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
18921,45, Private," 135,044 ", HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
10746,76, ?," 135,039 ", HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States, <=50K
17274,57, Federal-gov," 135,028 ", HS-grad,9, Separated, Adm-clerical, Other-relative, Black, Female,0,0,35, United-States, <=50K
8557,39, Private," 135,020 ", HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
28409,27, Private," 135,001 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
8750,23, ?," 134,997 ", Some-college,10, Separated, ?, Unmarried, White, Female,0,0,20, United-States, <=50K
23253,23, Private," 134,997 ", HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,80, United-States, <=50K
16147,19, ?," 134,974 ", Some-college,10, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
1736,64, Self-emp-not-inc," 134,960 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,35, United-States, >50K
30862,26, Private," 134,945 ", HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
2533,18, Local-gov," 134,935 ", 12th,8, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
17114,67, Private," 134,906 ", HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,32, United-States, <=50K
7700,29, Private," 134,890 ", Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
9067,29, Private," 134,890 ", Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
12984,27, Private," 134,890 ", Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,50, United-States, <=50K
13493,28, Private," 134,890 ", Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
24563,26, Private," 134,888 ", Bachelors,13, Never-married, Tech-support, Own-child, White, Female,0,0,35, United-States, <=50K
5024,34, Private," 134,886 ", Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
5173,32, ?," 134,886 ", HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,2, United-States, >50K
14656,32, Private," 134,886 ", HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
16742,34, Local-gov," 134,886 ", HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,1740,35, United-States, <=50K
22812,33, Private," 134,886 ", Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,99999,0,30, United-States, >50K
24453,33, Self-emp-not-inc," 134,886 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
24698,33, Private," 134,886 ", HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
23223,52, Self-emp-inc," 134,854 ", HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
27068,53, Self-emp-inc," 134,854 ", Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, >50K
8301,25, Private," 134,821 ", HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
4093,27, Local-gov," 134,813 ", Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,52, United-States, <=50K
24005,51, Private," 134,808 ", HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
27195,51, Local-gov," 134,808 ", HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
9133,49, Private," 134,797 ", Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24524,53, Self-emp-inc," 134,793 ", Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
25139,24, Private," 134,787 ", Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
6921,43, State-gov," 134,782 ", Assoc-acdm,12, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
1347,61, Self-emp-inc," 134,768 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany, >50K
1555,62, Private," 134,768 ", Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, ?, >50K
2349,62, Self-emp-not-inc," 134,768 ", 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
6516,61, Self-emp-inc," 134,768 ", Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
